query	Preferred_name
g11294	SNRNP48
g11295	NKAIN1
g11296	g11296
g11297	g11297
g11298	g11298
g11299	MTNR1A.4
g11300	DNAJB12
g11301	g11301
g11302	g11302
g11303	MIB2.3
g11304	g11304
g11305	g11305
g11306	g11306
g11307	RPL7
g11308	TBL3
g11309	SLC25A27
g11310	g11310
g11311	g11311
g11312	g11312
g11313	g11313
g11314	EIF2B4
g11315	bath.38
g11321	g11321
g11324	g11324
g11327	g11327
g11328	bath.38.1
g11329	g11329
g11330	g11330
g11331	g11331
g11332	g11332
g11333	g11333
g11335	g11335
g11336	g11336
g11337	g11337
g11338	g11338
g11339	g11339
g11340	g11340
g11343	g11343
g11344	g11344
g11345	AK2
g11346	g11346
g11347	SBSPON
g11348	g11348
g11349	g11349
g11350	g11350
g11351	g11351
g11352	g11352
g11354	ZRANB3
g11355	C20orf202
g11356	g11356
g11357	MID1IP1
g11364	HPGDS
g11365	HPGDS.1
g11366	g11366
g11367	g11367
g11369	g11369
g11372	g11372
g11373	g11373
g11374	g11374
g11375	g11375
g11378	g11378
g11379	g11379
g11380	g11380
g11381	g11381
g11382	g11382
g11383	g11383
g11384	HPGDS.2
g11385	HPGDS.3
g11386	g11386
g11387	g11387
g11388	g11388
g11389	g11389
g11390	GPR50.15
g11391	g11391
g11392	g11392
g11393	GstS1
g11394	g11394
g11395	HPGDS.4
g11397	g11397
g11399	g11399
g11400	g11400
g11401	g11401
g11404	PROZ
g11406	PROZ.1
g11410	HMCN1.16
g11411	g11411
g11415	g11415
g11416	PXDN.4
g11417	PXDN.5
g11420	g11420
g11421	KCNMA1
g11422	His2Av
g11423	CILP.1
g11424	g11424
g11425	ARL13B
g11427	g11427
g11428	CILP.2
g11429	g11429
g11430	CILP.3
g11431	PPM1K
g11432	DYDC1
g11433	C10orf11
g11434	g11434
g11435	g11435
g11436	g11436
g11437	g11437
g11438	g11438
g11439	g11439
g11440	g11440
g11441	g11441
g11444	C10orf35
g11445	WAPAL
g11446	ZNF503
g11447	g11447
g11448	g11448
g11449	g11449
g11451	g11451
g11452	g11452
g11453	SCD
g11454	g11454
g11455	g11455
g11456	SCD.1
g11457	SCD.2
g11458	g11458
g11459	SCD.3
g11460	SCD.4
g11461	TET1
g11462	TANGO6
g11463	RASSF2
g11464	FBXL15
g11465	DAPP1
g11467	WDPCP
g11468	ANAPC13
g11470	NCDN
g11472	g11472
g11478	g11478
g11479	g11479
g11480	g11480
g11481	g11481
g11482	g11482
g11484	g11484
g11486	KLHL10
g11487	KLHL10.1
g11488	SPATA6L
g11489	USP54
g11490	g11490
g11491	TXNDC15
g11492	C4orf47
g11493	RALBP1
g11494	AP1AR
g11495	SRP9
g11496	NDST1
g11497	g11497
g11498	CNR2.7
g11499	g11499
g11500	LPAR2
g11501	g11501
g11502	FRK.3
g11503	GPR98.3
g11504	g11504
g11505	g11505
g11506	MED30
g11507	g11507
g11508	gbb
g11511	KLHL10.2
g11512	SPR
g11513	HSPG2.6
g11514	HMCN2.8
g11515	HMCN1.17
g11516	KIF13B
g11517	GPR98.4
g11518	g11518
g11519	MYEF2
g11520	PSMD14
g11521	g11521
g11522	KDM1B
g11523	g11523
g11524	EEF1D
g11525	SPAG1
g11526	NEUROD1
g11527	PBLD
g11528	PBLD.1
g11529	PBLD.2
g11530	NEUROG3
g11531	ENKD1
g11532	P4HA1
g11533	P4HA2
g11534	g11534
g11535	g11535
g11536	ATOH8.1
g11537	NEUROD4
g11538	POLR3A
g11539	TMEM67
g11540	PPP3CA
g11541	g11541
g11542	C2orf81
g11543	ANKRD50.1
g11544	g11544
g11545	g11545
g11547	ZNF668
g11548	g11548
g11549	MYO3B
g11550	DIDO1
g11553	g11553
g11557	pats1.6
g11558	FAM8A1
g11559	RNF217
g11560	NSMCE2
g11561	g11561
g11562	g11562
g11563	VPS11
g11564	YTHDF3
g11565	g11565
g11566	C2orf43
g11567	g11567
g11568	g11568
g11569	UQCC1
g11570	C2orf43.1
g11571	g11571
g11573	GPRNNA7.2
g11575	g11575
g11576	AMN
g11577	g11577
g11578	obr.2
g11580	g11580
g11581	MRPS28
g11582	GLS
g11583	ZWILCH
g11585	TM9SF1
g11586	g11586
g11587	SLC10A7
g11588	RNGTT
g11589	DGKQ
g11590	g11590
g11591	SNRNP25
g11592	g11592
g11593	CCS
g11594	g11594
g11596	TXNDC5
g11597	TTC39C
g11598	UQCRB
g11599	RAB32.3
g11600	g11600
g11602	ador.1.1
g11603	GDF7
g11604	SDR16C5
g11605	OFCC1
g11606	g11606
g11607	EXTL3
g11608	ZNF395
g11609	LPIN3
g11610	g11610
g11612	LRRC1
g11613	g11613
g11614	HERC4
g11615	g11615
g11616	g11616
g11623	ANTXR2
g11624	MAPK10
g11625	ANTXR1
g11626	g11626
g11627	TXNRD2
g11628	WNT8B
g11629	WNT4
g11630	Picot
g11631	WNT8A
g11632	WNT5B.1
g11633	WNT4.1
g11635	g11635
g11636	g11636
g11646	g11646
g11647	ADRA1B.4
g11648	ADA
g11649	g11649
g11651	g11651
g11657	MPV17
g11658	g11658
g11659	SYM1
g11660	g11660
g11661	SLC25A51
g11662	SPEF1
g11663	g11663
g11664	g11664
g11665	ANKRD60.1
g11666	g11666
g11667	g11667
g11668	g11668
g11669	g11669
g11670	g11670
g11671	g11671
g11672	ALOX5
g11673	MZB1
g11674	USO1
g11675	DDR1
g11677	g11677
g11678	g11678
g11679	g11679
g11680	g11680
g11681	RITA1
g11682	USPL1
g11683	CTSB
g11684	RIOK3
g11685	g11685
g11686	FAM216A
g11688	g11688
g11693	HNRNPAB
g11694	RNF181
g11695	BLOC1S2
g11696	DDX21
g11697	TBC1D2B
g11700	g11700
g11701	g11701
g11702	g11702
g11703	SDF2
g11704	CCDC43
g11705	TMEM60
g11706	IMPACT
g11707	BAG3
g11708	SLC20A2
g11712	SNX19
g11714	g11714
g11715	g11715
g11716	ZMYND12
g11717	NSUN6
g11718	g11718
g11719	g11719
g11720	g11720
g11721	ANKRD49
g11722	SRPRB
g11723	C3orf30
g11724	IMPDH2
g11725	PHC1
g11726	KIAA1751
g11727	g11727
g11728	g11728
g11729	g11729
g11730	g11730
g11731	LIM2
g11732	CLCN2
g11734	PAQR5
g11738	g11738
g11739	PLOD1
g11740	g11740
g11741	PLOD1.1
g11742	MED18
g11743	YBX2
g11744	g11744
g11745	CHRD
g11746	RER1
g11747	g11747
g11748	g11748
g11749	g11749
g11757	g11757
g11758	g11758
g11759	DMBT1.3
g11761	g11761
g11762	g11762
g11763	g11763
g11764	g11764
g11765	ECE2
g11766	g11766
g11767	PIK3R4
g11769	TARDBP
g11770	SDHB
g11771	g11771
g11772	aPKC
g11774	CAPZB
g11775	PIGP
g11776	PPP1R7
g11780	SPAG7
g11782	g11782
g11783	dp.5
g11784	dp.6
g11785	MATN4.1
g11786	dp.7
g11787	g11787
g11788	MATN4.2
g11789	g11789
g11790	g11790
g11791	g11791
g11792	FBLN2
g11793	TMEM107
g11794	ATP10
g11796	MKRN2OS
g11797	g11797
g11798	g11798
g11800	g11800
g11801	g11801
g11802	g11802
g11803	g11803
g11804	g11804
g11805	g11805
g11806	YEATS4
g11808	GSTK1
g11809	nudL
g11810	C1orf158
g11811	ELP5
g11812	g11812
g11814	g11814
g11815	CLCN6
g11817	C8orf33
g11819	g11819
g11837	g11837
g11838	RCC2
g11839	AOC1
g11840	AOC1.1
g11841	PAQR5.1
g11842	g11842
g11843	PAQR5.2
g11844	g11844
g11845	g11845
g11847	HRH2.5
g11848	megf6
g11849	MTHFR
g11850	g11850
g11851	POLR2D
g11852	BBS1
g11853	DDI2
g11854	PTCHD2
g11855	GIGYF1
g11856	g11856
g11857	MORN1
g11858	SAC3D1
g11859	P4HTM.11
g11860	P4HTM.12
g11861	g11861
g11862	g11862
g11863	DYNLT1
g11864	g11864
g11865	g11865
g11866	HPS3
g11867	GMPS
g11869	MAB21L1
g11870	TMEM177
g11871	THAP10.1
g11872	TMEM177.1
g11873	TMEM177.2
g11880	PIK3AP1.1
g11881	g11881
g11884	g11884
g11885	M6PR
g11886	M6PR.1
g11887	M6PR.2
g11889	ICMT
g11895	HVCN1.1
g11896	MB21D2
g11897	g11897
g11898	CYP21A2
g11899	CYP2U1
g11901	g11901
g11902	g11902
g11903	g11903
g11904	Pitslre
g11905	GAPDH
g11906	g11906
g11917	VWA7.2
g11924	LIG3
g11925	g11925
g11926	ILKAP
g11927	g11927
g11933	g11933
g11934	TP63
g11937	g11937
g11938	VWA5B1
g11939	SLC25A34
g11940	MRPL9
g11941	CCDC150
g11942	ARMC3
g11943	g11943
g11946	g11946
g11948	ESPN
g11949	TAF10
g11950	DCAF10
g11951	g11951
g11952	g11952
g11953	g11953
g11954	UGDH
g11955	g11955
g11956	g11956
g11957	g11957
g11958	g11958
g11959	g11959
g11960	g11960
g11961	g11961
g11962	g11962
g11963	g11963
g11964	g11964
g11965	g11965
g11966	g11966
g11967	g11967
g11968	g11968
g11969	g11969
g11970	g11970
g11971	g11971
g11983	g11983
g11986	MRPL47
g11987	PLEKHM3
g11988	g11988
g11989	g11989
g11990	g11990
g11991	g11991
g11992	g11992
g11993	g11993
g11994	g11994
g11996	g11996
g11997	g11997
g11998	g11998
g11999	g11999
g12000	g12000
g12001	g12001
g12002	g12002
g12003	CSTF1
g12004	SLC22A3
g12005	SLC22A14
g12006	CCDC50
g12007	PDE6D
g12008	g12008
g12010	DNAJC11
g12011	ALDH4A1
g12013	ALG3
g12014	ALG3.1
g12015	g12015
g12016	CSNK1A1.1
g12017	CSNK1A1.2
g12018	g12018
g12019	ATAD3A
g12020	VAMP3
g12021	CAMTA1
g12024	g12024
g12025	g12025
g12032	g12032
g12034	g12034
g12044	g12044
g12046	g12046
g12047	g12047
g12048	g12048
g12049	g12049
g12050	g12050
g12051	OPA1
g12053	HES1
g12055	ACAP3
g12056	MINOS1
g12057	RPL22
g12058	g12058
g12059	g12059
g12060	BCAS2
g12061	PLEKHG5
g12063	CASP10.1
g12065	g12065
g12067	g12067
g12068	g12068
g12069	g12069
g12070	NBL1.1
g12071	g12071
g12072	eif5a2
g12073	LZIC
g12074	CLSTN2
g12075	g12075
g12076	PXYLP1
g12077	PXYLP1.1
g12078	EFHD1
g12079	FAM213B
g12080	ECE2.1
g12082	g12082
g12083	g12083
g12084	RAB8B.2
g12085	g12085
g12086	RAB8B.3
g12087	RAB1B
g12088	g12088
g12089	g12089
g12090	g12090
g12091	MLF1
g12092	enol.1
g12093	SPEN
g12094	GNB4
g12095	g12095
g12096	DVL3
g12097	NEURL4
g12098	g12098
g12099	MB21D1.4
g12100	CSMD3.1
g12101	g12101
g12102	g12102
g12103	g12103
g12104	g12104
g12107	DNM1
g12108	g12108
g12109	RTP4
g12110	ADRB3.2
g12111	g12111
g12112	PSMB6
g12114	g12114
g12115	FEM1C
g12117	GIF
g12118	g12118
g12120	XXYLT1.1
g12121	MRPS22
g12122	NGFR
g12123	UBXN10
g12124	DDX25
g12125	USP48
g12127	g12127
g12133	HGFAC
g12135	g12135
g12136	MIB2.4
g12140	g12140
g12141	g12141
g12144	g12144
g12146	g12146
g12147	g12147
g12148	NIP7
g12149	g12149
g12150	CDC42
g12151	PSMC2
g12152	CDC42.1
g12153	MOS
g12154	HDLBP
g12155	g12155
g12156	F5.6
g12157	FAM26E
g12158	Ces3
g12159	Ces3.1
g12160	Ces3.2
g12161	Ces3.3
g12162	g12162
g12163	g12163
g12164	Ces3.4
g12165	Ces3.5
g12166	Ces3.6
g12167	Ces3.7
g12168	Ces3.8
g12169	Ces3.9
g12170	g12170
g12171	g12171
g12172	Ces3.10
g12173	BSG.3
g12175	g12175
g12178	g12178
g12180	HCRTR2.4
g12181	g12181
g12182	g12182
g12183	MC4R.2
g12184	MC4R.3
g12185	HCRTR2.5
g12187	g12187
g12188	MC1R
g12189	MC1R.1
g12190	MC1R.2
g12191	MC1R.3
g12192	MC1R.4
g12194	CROCC
g12195	g12195
g12196	PEX2
g12197	CROCC.1
g12198	NLRP3.1
g12199	NLRP3.2
g12200	NLRP3.3
g12201	NLRP3.4
g12202	NLRP3.5
g12203	WFDC1
g12204	MFN2.2
g12206	g12206
g12207	g12207
g12208	g12208
g12209	g12209
g12212	g12212
g12214	g12214
g12215	g12215
g12216	g12216
g12217	RRH
g12218	g12218
g12219	g12219
g12220	g12220
g12221	HEG1
g12222	g12222
g12223	g12223
g12224	g12224
g12225	g12225
g12226	CRB2.5
g12227	g12227
g12228	CRB2.6
g12229	g12229
g12230	g12230
g12232	EPHA4
g12233	EPHA2
g12234	g12234
g12236	g12236
g12237	g12237
g12239	GPR114
g12240	g12240
g12241	g12241
g12242	g12242
g12243	USP5
g12244	OVCA2
g12245	phnX
g12246	g12246
g12247	Tie
g12248	g12248
g12249	EPHA8
g12252	ZNF184
g12254	ZNF214
g12257	ZNF548
g12258	g12258
g12261	ZNF891
g12263	g12263
g12267	g12267
g12268	g12268
g12280	g12280
g12285	g12285
g12290	g12290
g12291	g12291
g12299	g12299
g12302	ZNF397
g12303	g12303
g12304	ZBTB17
g12305	g12305
g12306	ZNF197
g12315	wrn.1.2
g12316	g12316
g12318	ZEB2
g12322	g12322
g12328	g12328
g12330	PKD1L2.8
g12333	ZKSCAN2
g12336	g12336
g12340	g12340
g12341	MIIP
g12343	ZNF805
g12348	MIIP.1
g12350	CTRC.3
g12351	Mmp1.5
g12353	CTRC.4
g12354	CTRC.5
g12355	CTRC.6
g12356	CTRC.7
g12358	CTRC.8
g12359	CTRC.9
g12360	CTRC.10
g12361	CTRC.11
g12362	CTRC.12
g12363	CELA1
g12364	g12364
g12365	g12365
g12366	g12366
g12367	CELA3B.1
g12368	g12368
g12369	Mmp1.6
g12370	MMP7
g12371	zmp.3
g12372	Mmp1.7
g12373	Mmp1.8
g12374	Mmp1.9
g12375	MMP15
g12376	Mmp1.10
g12377	Mmp1.11
g12378	Mmp1.12
g12380	Mmp1.13
g12381	Mmp1.14
g12382	NPFFR2.2
g12383	g12383
g12384	NPFFR2.3
g12385	g12385
g12388	GABARAP
g12390	g12390
g12391	g12391
g12392	g12392
g12393	g12393
g12394	g12394
g12395	DTNA
g12396	g12396
g12398	g12398
g12399	OTUD3
g12400	PRMT8
g12401	PEX5
g12402	CYB5D1
g12403	g12403
g12404	g12404
g12405	NECAP1
g12406	RHOA.1
g12407	RHOC.2
g12408	FOXJ2
g12409	DDOST
g12410	g12410
g12411	COF1.3
g12412	COF1.4
g12415	g12415
g12416	g12416
g12417	AP2M1
g12418	NPHP4
g12420	g12420
g12421	ARHGEF10L
g12422	g12422
g12423	CEP19
g12426	FAM26F.1
g12427	SLC12A1
g12428	g12428
g12429	FAM26E.1
g12430	g12430
g12431	PIK3CB
g12432	WDR70
g12433	g12433
g12434	FAM132B
g12435	PIK3CB.1
g12437	dve.1
g12438	TRIOBP
g12439	CYP46A1.4
g12440	PIK3CB.2
g12441	CYP46A1.5
g12442	CYP46A1.6
g12443	g12443
g12444	g12444
g12445	g12445
g12446	g12446
g12447	g12447
g12448	g12448
g12449	g12449
g12450	EIF4G1
g12451	g12451
g12452	MTHFR.1
g12453	TNK2
g12456	g12456
g12457	g12457
g12459	DDR2.1
g12460	EPHA2.1
g12461	g12461
g12462	g12462
g12463	g12463
g12464	KCTD1.2
g12465	EPHA2.2
g12467	g12467
g12468	SZRD1
g12469	ACOT7
g12470	Ethr
g12471	CD209.1
g12472	MBL2
g12473	g12473
g12474	CD209.2
g12475	g12475
g12476	g12476
g12477	g12477
g12479	g12479
g12480	g12480
g12481	g12481
g12482	COLEC11
g12483	g12483
g12484	MRC1.2
g12485	PRRT4.6
g12486	g12486
g12487	g12487
g12488	g12488
g12489	g12489
g12490	g12490
g12491	g12491
g12492	LYS1.4
g12493	g12493
g12494	LEKR1
g12495	TMEM222
g12498	g12498
g12500	g12500
g12501	g12501
g12502	g12502
g12503	g12503
g12504	ROBO1.1
g12505	g12505
g12506	PXDNL
g12507	HSPG2.7
g12508	hmcn2.4
g12509	g12509
g12510	g12510
g12511	HMCN1.18
g12512	HMCN1.19
g12513	PXDN.6
g12514	PXDN.7
g12515	ROBO1.2
g12516	PXDN.8
g12518	F5.7
g12520	PXDN.9
g12521	EPHB1
g12522	mth
g12523	g12523
g12525	mth.1
g12526	g12526
g12528	g12528
g12529	ADRB2.2
g12530	g12530
g12531	g12531
g12532	g12532
g12533	g12533
g12534	PHB2
g12535	KLHL17.1
g12536	g12536
g12537	g12537
g12538	g12538
g12539	g12539
g12540	Mmp1.15
g12541	HMCN1.20
g12542	CDKAL1
g12543	g12543
g12544	g12544
g12546	g12546
g12549	g12549
g12550	g12550
g12551	g12551
g12552	g12552
g12554	g12554
g12555	g12555
g12556	g12556
g12557	g12557
g12558	g12558
g12559	g12559
g12560	g12560
g12561	g12561
g12562	MTNR1A.5
g12563	g12563
g12564	g12564
g12566	g12566
g12568	g12568
g12569	g12569
g12571	g12571
g12572	g12572
g12573	g12573
g12575	TNK2.1
g12576	g12576
g12578	g12578
g12586	g12586
g12587	g12587
g12588	g12588
g12594	g12594
g12595	SPINT3
g12596	KCTD1.3
g12597	SLC33A1
g12598	g12598
g12599	SLC33A1.1
g12600	ryh1
g12601	SLC9B2.1
g12602	VWA7.3
g12603	NLRP3.6
g12604	ECE2.2
g12605	g12605
g12606	g12606
g12607	NLRP3.7
g12609	PTCHD3
g12610	FASN
g12611	LPCAT3
g12612	lrp.1
g12613	LPCAT3.1
g12614	g12614
g12615	g12615
g12616	DHRS3
g12617	g12617
g12618	g12618
g12619	DHRS3.1
g12624	g12624
g12632	SLC7A4
g12636	SLC7A3
g12637	SLC7A4.1
g12638	SLC7A14
g12639	SLC7A4.2
g12640	SLC7A2
g12641	CCNL1
g12642	C3orf33
g12643	SLC35E2B
g12644	MEPCE
g12645	g12645
g12646	PARP12.6
g12647	ZCWPW1
g12648	CCDC30
g12649	g12649
g12650	LPP.1
g12651	NAA38
g12652	SSU72
g12653	BTBD6.1
g12654	g12654
g12655	g12655
g12656	CHD5
g12657	WDR33
g12658	g12658
g12659	g12659
g12660	g12660
g12663	g12663
g12664	C1orf50
g12665	PTPN11
g12666	FANCE
g12667	g12667
g12671	NCAPD2
g12672	g12672
g12674	SLC7A14.1
g12675	SYT16
g12676	SYT16.1
g12677	PRRT4.7
g12678	SEC62
g12679	RERE
g12680	GLCE
g12681	g12681
g12682	g12682
g12683	g12683
g12684	g12684
g12685	g12685
g12687	g12687
g12688	g12688
g12689	g12689
g12690	g12690
g12691	GAL3ST1.1
g12692	g12692
g12693	g12693
g12694	g12694
g12697	g12697
g12698	g12698
g12701	ENDOU
g12711	g12711
g12712	g12712
g12713	g12713
g12715	PRDM9.1
g12716	g12716
g12719	TTC36
g12720	AGTRAP
g12727	g12727
g12728	g12728
g12729	g12729
g12730	g12730
g12731	g12731
g12733	g12733
g12734	REV1
g12735	LRRC23
g12736	SUMF2
g12737	RBKS
g12738	g12738
g12739	g12739
g12741	FARSB
g12742	HSPG2.8
g12745	g12745
g12746	g12746
g12748	RNF39
g12749	TPI1
g12751	ARHGEF26
g12752	PARK7
g12753	g12753
g12755	g12755
g12756	g12756
g12757	FRK.4
g12758	g12758
g12760	RAP1GAP
g12761	COL6A6.2
g12762	ING4
g12763	g12763
g12764	KAZN
g12765	g12765
g12766	HMCN1.21
g12767	g12767
g12768	UBIAD1
g12769	UBIAD1.1
g12770	g12770
g12772	g12772
g12773	g12773
g12774	CPSF3L
g12775	GLTPD1
g12776	GLTPD1.1
g12777	g12777
g12778	UBIAD1.2
g12779	g12779
g12780	SLC25A11
g12781	SPSB4
g12783	g12783
g12784	g12784
g12785	SKP2
g12787	g12787
g12788	COL6A5.1
g12791	CRB1.2
g12792	C7orf25
g12793	g12793
g12794	g12794
g12797	VWA7.4
g12798	SLC2A4
g12799	FBXO42
g12800	g12800
g12801	g12801
g12802	UBE4B
g12803	B52
g12804	MOXD1.8
g12805	ATP13A2
g12806	PLEKHM2
g12808	ECE2.3
g12809	MMEL1
g12810	XRN1
g12811	Rdl.11
g12813	LSG1
g12814	g12814
g12815	TRAIP
g12816	g12816
g12817	NOP2
g12819	g12819
g12820	g12820
g12821	AHCTF1
g12825	CCDC114
g12826	Mrpl20
g12827	g12827
g12828	ARMC9
g12829	MEP1B.4
g12830	g12830
g12831	EXOSC10
g12832	EXOC8
g12833	g12833
g12834	g12834
g12835	g12835
g12836	g12836
g12837	GOLIM4
g12838	ABCF3
g12839	g12839
g12840	g12840
g12841	C4orf33
g12842	ASIC2.1
g12843	ASIC5.1
g12844	g12844
g12847	g12847
g12849	MOXD1.9
g12850	MOXD1.10
g12851	MOXD1.11
g12852	g12852
g12853	g12853
g12860	g12860
g12861	NADK
g12863	g12863
g12864	PLEKHA4
g12865	g12865
g12866	g12866
g12867	g12867
g12868	g12868
g12869	g12869
g12870	g12870
g12871	g12871
g12872	g12872
g12873	g12873
g12874	g12874
g12875	g12875
g12876	g12876
g12879	g12879
g12880	g12880
g12881	dop.1.2
g12882	g12882
g12883	g12883
g12884	g12884
g12885	g12885
g12886	g12886
g12888	DFFA.1
g12889	WNT4.2
g12890	F11
g12891	g12891
g12892	g12892
g12893	DFFB
g12894	GDF10
g12895	EPHA5
g12896	g12896
g12897	Akhr
g12898	g12898
g12899	g12899
g12900	g12900
g12901	g12901
g12904	g12904
g12906	g12906
g12908	g12908
g12910	g12910
g12911	g12911
g12912	g12912
g12916	g12916
g12918	g12918
g12919	g12919
g12921	g12921
g12922	CTDNEP1
g12923	TMEM201
g12924	NOC2L
g12925	PEX14
g12926	LRRC34
g12927	g12927
g12928	g12928
g12929	RSG1
g12930	CEP104
g12931	g12931
g12933	NUP188
g12934	g12934
g12935	TPRG1L
g12936	BTN1.12
g12937	FOXL2
g12938	FOXL2.1
g12939	COPB2
g12948	g12948
g12949	g12949
g12951	g12951
g12953	GABRB2
g12955	MEP1B.5
g12956	SDF4
g12957	g12957
g12958	KLHL10.3
g12959	SPCS1
g12960	WRAP73
g12961	g12961
g12962	g12962
g12963	CYP307B1
g12964	g12964
g12966	UBE2J2
g12967	COPS7B
g12969	g12969
g12970	g12970
g12971	Cralbp.5
g12972	g12972
g12973	g12973
g12974	PEX10
g12975	g12975
g12976	g12976
g12977	g12977
g12978	g12978
g12979	g12979
g12980	g12980
g12983	spn.E.2
g12984	g12984
g12985	g12985
g12986	g12986
g12987	g12987
g12989	g12989
g12990	g12990
g12991	g12991
g12992	g12992
g12993	g12993
g12994	g12994
g12996	g12996
g12998	g12998
g12999	g12999
g13000	g13000
g13001	g13001
g13002	g13002
g13003	g13003
g13004	g13004
g13005	g13005
g13006	g13006
g13007	g13007
g13008	g13008
g13010	g13010
g13012	g13012
g13013	g13013
g13014	g13014
g13015	g13015
g13016	g13016
g13017	g13017
g13018	g13018
g13019	g13019
g13020	g13020
g13022	SSPO.4
g13023	THBS1
g13024	SSPO.5
g13025	HMCN1.22
g13026	g13026
g13028	g13028
g13029	g13029
g13031	g13031
g13034	g13034
g13035	SRM
g13036	PPIH
g13038	UNC5B
g13040	g13040
g13042	UNC5C
g13045	g13045
g13047	UNC5C.1
g13048	g13048
g13049	ZC4H2
g13050	SLC35F6
g13051	SLC35F6.1
g13052	g13052
g13053	g13053
g13054	g13054
g13055	g13055
g13056	g13056
g13057	SF3B4
g13058	g13058
g13060	g13060
g13061	CDK19
g13062	PAPD4.1
g13063	g13063
g13064	ACAD11
g13065	ACAD11.1
g13067	BTBD6.2
g13068	ACAD11.2
g13069	g13069
g13070	g13070
g13071	g13071
g13073	g13073
g13074	ACAD11.3
g13075	BTBD6.3
g13077	g13077
g13078	g13078
g13079	g13079
g13080	PUS7
g13081	TP53I3
g13082	g13082
g13083	TP53I3.1
g13084	UBXN11
g13085	g13085
g13086	g13086
g13087	g13087
g13088	g13088
g13089	g13089
g13090	g13090
g13091	g13091
g13092	g13092
g13093	g13093
g13094	Rrp1
g13095	g13095
g13096	g13096
g13097	PRKAB2
g13099	g13099
g13100	RPL24
g13101	TNFAIP3
g13102	CRYL1
g13103	g13103
g13104	g13104
g13105	g13105
g13106	g13106
g13107	g13107
g13108	g13108
g13109	TTC28.2
g13110	CYB5R4
g13111	g13111
g13112	g13112
g13113	UTRN
g13115	g13115
g13116	g13116
g13117	g13117
g13118	CELA1.1
g13119	CELA1.2
g13120	g13120
g13124	g13124
g13129	g13129
g13130	g13130
g13132	g13132
g13134	g13134
g13135	yheG
g13136	g13136
g13137	g13137
g13138	g13138
g13140	g13140
g13142	g13142
g13144	g13144
g13146	HDAC8
g13147	SPATS1
g13148	STK40
g13149	EVA1A.3
g13150	g13150
g13158	g13158
g13159	g13159
g13160	g13160
g13161	g13161
g13162	g13162
g13163	C21orf59
g13164	g13164
g13165	g13165
g13168	g13168
g13169	g13169
g13171	g13171
g13175	g13175
g13177	g13177
g13178	g13178
g13179	g13179
g13180	g13180
g13181	g13181
g13182	g13182
g13183	g13183
g13184	g13184
g13185	g13185
g13186	PARP4
g13187	PAQR5.3
g13190	PTGR2
g13191	POU1F1
g13192	UST
g13194	DNAJB1
g13195	DNAJB5
g13196	BAG4
g13198	TMEM181
g13199	KDM1A
g13200	DNAJB4
g13201	BAG4.1
g13202	TRAPPC3
g13203	TAF12
g13204	g13204
g13205	g13205
g13207	g13207
g13208	g13208
g13209	g13209
g13210	g13210
g13211	ZNF862.1
g13212	g13212
g13213	ZNF862.2
g13214	g13214
g13215	ZNF862.3
g13217	ARAP1.5
g13218	g13218
g13219	g13219
g13220	g13220
g13221	g13221
g13223	run
g13224	SUPT3H
g13225	DNAJB13
g13226	MDN1
g13227	g13227
g13229	UFL1
g13230	BUD13
g13232	g13232
g13233	g13233
g13234	g13234
g13236	HTR6.2
g13237	g13237
g13238	NPY5R.1
g13239	g13239
g13240	ZMPSTE24
g13241	g13241
g13242	g13242
g13244	ERCC8
g13245	CTU1
g13246	g13246
g13247	g13247
g13248	g13248
g13249	fdx1
g13251	DPY19L3
g13252	g13252
g13253	g13253
g13254	CCDC174
g13256	g13256
g13257	g13257
g13259	RDH8
g13260	RDH8.1
g13262	g13262
g13263	g13263
g13264	g13264
g13265	g13265
g13266	g13266
g13275	g13275
g13276	g13276
g13277	g13277
g13281	HELB
g13283	HELB.1
g13284	TMEM151B.3
g13285	HELB.2
g13286	g13286
g13287	RCAN2
g13288	TIAM1
g13289	PAAF1
g13290	COMTD1.1
g13291	COMTD1.2
g13293	RWDD1
g13294	WTAP
g13295	NOX4
g13297	ADAMTS17.1
g13298	MATN2.1
g13299	TSFM
g13302	g13302
g13303	g13303
g13304	MGST3
g13305	g13305
g13306	SYF2
g13307	ACAT2
g13308	RIPPLY1
g13309	g13309
g13310	g13310
g13311	MAN1A2
g13312	C6orf203
g13313	PTCHD3.1
g13315	NKIRAS1
g13316	THOC1
g13317	MKRN1.1
g13318	g13318
g13319	g13319
g13320	GALR1.4
g13321	GPRNPY4.2
g13322	g13322
g13324	CHORDC1
g13325	TTLL2
g13326	CCDC58.1
g13327	CSTB
g13328	DDX10
g13330	g13330
g13331	RHCG
g13332	FIG4
g13333	TRIAP1
g13334	MSTO1
g13335	SRRM1
g13336	SURF6
g13337	IFT88
g13338	RMI1
g13339	g13339
g13340	g13340
g13342	g13342
g13344	g13344
g13345	FCN2.8
g13350	TNR.24
g13351	TNR.25
g13354	TNR.26
g13355	MLLT4
g13356	g13356
g13357	ZUFSP
g13359	KPNA6
g13360	g13360
g13361	PDXK
g13362	g13362
g13363	WASF3
g13364	ME1
g13365	g13365
g13366	ACAT1.1
g13367	ANKRD40
g13369	FZD9.1
g13370	TMEM135
g13371	FZD4
g13372	MINA
g13373	g13373
g13374	g13374
g13375	g13375
g13376	C5orf45
g13377	ATP5O
g13379	CRYZL1
g13380	SFT2D2
g13381	smc6
