Protein_ID	COG_category
evm.model.Ap12.719	S
evm.model.Ap12.218	O
evm.model.Ap12.1268	J
evm.model.Ap12.1269	S
evm.model.Ap12.1263	A
evm.model.Ap12.1261	S
evm.model.Ap12.1266	G
evm.model.Ap12.1267	U
evm.model.Ap12.1264	-
evm.model.Ap12.1265	-
evm.model.Ap12.2568_evm.model.Ap12.2570	L
evm.model.Ap12.2513	S
evm.model.Ap12.1538_evm.model.Ap12.1539	J
evm.model.Ap12.167	PT
evm.model.Ap12.166.1.5f15e1dd	S
evm.model.Ap12.166	S
evm.model.Ap12.21	M
evm.model.Ap12.20	T
evm.model.Ap12.1365	G
evm.model.Ap12.1369	G
evm.model.Ap12.405	S
evm.model.Ap12.400	T
evm.model.Ap12.402	T
evm.model.Ap12.2505	L
evm.model.Ap12.1428	S
evm.model.Ap12.1430	L
evm.model.Ap12.1729	J
evm.model.Ap12.1726	S
evm.model.Ap12.1723	L
evm.model.Ap12.1722.1.5f15e563	S
evm.model.Ap12.1722	S
evm.model.Ap12.131	T
evm.model.Ap12.1095	L
evm.model.Ap12.1094	K
evm.model.Ap12.1097	S
evm.model.Ap12.1096	A
evm.model.Ap12.1093	S
evm.model.Ap12.1092	J
evm.model.Ap12.76	Z
evm.model.Ap12.74	S
evm.model.Ap12.673	S
evm.model.Ap12.671	E
evm.model.Ap12.671.1.5f15e33b	E
evm.model.Ap12.1675	TU
evm.model.Ap12.2469	BD
evm.model.Ap12.2468	S
evm.model.Ap12.2465	Z
evm.model.Ap12.2464	I
evm.model.Ap12.2463	O
evm.model.Ap12.2462	T
evm.model.Ap12.1008	I
evm.model.Ap12.1009	L
evm.model.Ap12.1000	A
evm.model.Ap12.1001	O
evm.model.Ap12.1007	D
evm.model.Ap12.1005	A
evm.model.Ap12.1978	O
evm.model.Ap12.2669	T
evm.model.Ap12.1907	-
evm.model.Ap12.1904	L
evm.model.Ap12.2348	K
evm.model.Ap12.2349	S
evm.model.Ap12.2340	T
evm.model.Ap12.2341	O
evm.model.Ap12.2342	O
evm.model.Ap12.2344	T
evm.model.Ap12.2345	O
evm.model.Ap12.2346	IU
evm.model.Ap12.2347	G
evm.model.Ap12.2581	S
evm.model.Ap12.934	J
evm.model.Ap12.936	E
evm.model.Ap12.937	E
evm.model.Ap12.932	G
evm.model.Ap12.165	T
evm.model.Ap12.165.1.5f15e1da	T
evm.model.Ap12.164	L
evm.model.Ap12.1821_evm.model.Ap12.1830	O
evm.model.Ap12.1631	S
evm.model.Ap12.2588	P
evm.model.Ap12.2589	T
evm.model.Ap12.2582	K
evm.model.Ap12.2580	I
evm.model.Ap12.2587	P
evm.model.Ap12.1639	S
evm.model.Ap12.1638	L
evm.model.Ap12.369	UY
evm.model.Ap12.363	PT
evm.model.Ap12.365	OT
evm.model.Ap5.2019	S
evm.model.Ap5.114.1.5f15e260	T
evm.model.Ap5.114	T
evm.model.Ap5.117	U
evm.model.Ap5.1094	-
evm.model.Ap5.703	S
evm.model.Ap5.2016	-
evm.model.Ap5.2863	T
evm.model.Ap5.800	M
evm.model.Ap5.1091	S
evm.model.Ap5.1092	E
evm.model.Ap5.1093	E
evm.model.Ap5.1252	ET
evm.model.Ap5.1250	S
evm.model.Ap5.2195	-
evm.model.Ap5.2197	-
evm.model.Ap5.1758	S
evm.model.Ap5.1757	S
evm.model.Ap5.1754	S
evm.model.Ap5.987	S
evm.model.Ap5.794	J
evm.model.Ap5.989	S
evm.model.Ap5.2424	S
evm.model.Ap5.2426	O
evm.model.Ap5.2427	-
evm.model.Ap5.2420	O
evm.model.Ap5.1199	C
evm.model.Ap5.1198	P
evm.model.Ap5.1195	M
evm.model.Ap5.1194	A
evm.model.Ap5.1196	S
evm.model.Ap5.1192	C
evm.model.Ap5.1127	E
evm.model.Ap5.1944	A
evm.model.Ap5.1945	O
evm.model.Ap5.1943	S
evm.model.Ap5.1940	S
evm.model.Ap5.1941	S
evm.model.Ap5.1915	K
evm.model.Ap5.1914	K
evm.model.Ap5.2077	J
evm.model.Ap5.364	T
evm.model.Ap5.368	T
evm.model.Ap5.369	T
evm.model.Ap5.2336	T
evm.model.Ap5.2330	K
evm.model.Ap5.2331	J
evm.model.Ap5.2333	K
evm.model.Ap5.2118	S
evm.model.Ap5.2119	T
evm.model.Ap5.2804	P
evm.model.Ap5.2805	Q
evm.model.Ap5.2802	U
evm.model.Ap5.2803	S
evm.model.Ap5.2800	TU
evm.model.Ap5.2801	I
evm.model.Ap5.160	O
evm.model.Ap5.838	T
evm.model.Ap5.839	T
evm.model.Ap5.836	-
evm.model.Ap5.837	T
evm.model.Ap5.832	S
evm.model.Ap5.833	Q
evm.model.Ap5.831	G
evm.model.Ap5.394	G
evm.model.Ap5.40	L
evm.model.Ap5.41	L
evm.model.Ap5.1115	D
evm.model.Ap5.1114	D
evm.model.Ap5.1111	A
evm.model.Ap5.1110	S
evm.model.Ap5.1113	T
evm.model.Ap5.1119	L
evm.model.Ap5.49	E
evm.model.Ap5.1517	E
evm.model.Ap5.2334	T
evm.model.Ap5.79	O
evm.model.Ap5.78	O
evm.model.Ap5.73	T
evm.model.Ap5.71	G
evm.model.Ap5.70	I
evm.model.Ap5.77	O
evm.model.Ap5.76	O
evm.model.Ap5.75	DTZ
evm.model.Ap5.2717	S
evm.model.Ap5.2718	S
evm.model.Ap5.2719	DK
evm.model.Ap5.285	U
evm.model.Ap5.284	O
evm.model.Ap5.286	Q
evm.model.Ap5.283	S
evm.model.Ap5.282	P
evm.model.Ap5.289	K
evm.model.Ap5.288	S
evm.model.Ap5.984	P
evm.model.Ap5.983	U
evm.model.Ap5.981	O
evm.model.Ap5.2671	V
evm.model.Ap5.2670	I
evm.model.Ap5.1326	Z
evm.model.Ap5.1327	Z
evm.model.Ap5.1324	Z
evm.model.Ap5.1322	T
evm.model.Ap5.1323	S
evm.model.Ap5.1320	K
evm.model.Ap5.1321	A
evm.model.Ap5.1328	-
evm.model.Ap5.1329	Z
evm.model.Ap5.2106	U
evm.model.Ap5.961	S
evm.model.Ap5.2102	KT
evm.model.Ap5.2101	-
evm.model.Ap5.2100	E
evm.model.Ap5.1599	K
evm.model.Ap5.1598	K
evm.model.Ap5.2538	T
evm.model.Ap5.2539	O
evm.model.Ap5.2536	T
evm.model.Ap5.2537	T
evm.model.Ap5.2531	T
evm.model.Ap5.671	J
evm.model.Ap5.674	K
evm.model.Ap5.675	S
evm.model.Ap5.678	S
evm.model.Ap5.1752	T
evm.model.Ap5.2812	S
evm.model.Ap5.2815	S
evm.model.Ap5.2814	C
evm.model.Ap5.2817	K
evm.model.Ap5.2730	E
evm.model.Ap5.2733	S
evm.model.Ap5.2734	K
evm.model.Ap5.2735	U
evm.model.Ap5.2736	T
evm.model.Ap5.2738	S
evm.model.Ap5.1421	BD
evm.model.Ap5.1422	BD
evm.model.Ap5.2886	S
evm.model.Ap5.2887	Z
evm.model.Ap5.2885	U
evm.model.Ap5.2882	U
evm.model.Ap5.2880	S
evm.model.Ap5.2881	-
evm.model.Ap5.2888	U
evm.model.Ap5.2223	K
evm.model.Ap5.2220	T
evm.model.Ap5.2224	TU
evm.model.Ap5.1756	S
evm.model.Ap5.2389	G
evm.model.Ap5.2388	J
evm.model.Ap5.208	O
evm.model.Ap5.205	EIOV
evm.model.Ap5.204	S
evm.model.Ap5.207	A
evm.model.Ap5.206	J
evm.model.Ap5.203	K
evm.model.Ap5.202	T
evm.model.Ap5.971	O
evm.model.Ap5.974	F
evm.model.Ap5.564	P
evm.model.Ap5.566	L
evm.model.Ap5.560	F
evm.model.Ap5.561	F
evm.model.Ap5.562	JO
evm.model.Ap5.563	S
evm.model.Ap5.1829	L
evm.model.Ap5.1590	O
evm.model.Ap5.1593	-
evm.model.Ap5.1592	-
evm.model.Ap5.1595	-
evm.model.Ap5.1594	-
evm.model.Ap5.1043	S
evm.model.Ap5.1042	T
evm.model.Ap5.1041	K
evm.model.Ap5.1040	-
evm.model.Ap5.1209	F
evm.model.Ap5.1208	F
evm.model.Ap5.1201	T
evm.model.Ap5.1201.1.5f15e4c8	T
evm.model.Ap5.1202	T
evm.model.Ap5.1205	UY
evm.model.Ap5.1204	T
evm.model.Ap5.1206	-
evm.model.Ap5.2590	J
evm.model.Ap5.2591	O
evm.model.Ap5.2592	O
evm.model.Ap5.2593	O
evm.model.Ap5.755	-
evm.model.Ap5.2278	O
evm.model.Ap5.739	Q
evm.model.Ap5.738	I
evm.model.Ap5.191	P
evm.model.Ap5.193	G
evm.model.Ap5.192	S
evm.model.Ap5.195	S
evm.model.Ap5.194	T
evm.model.Ap5.197	E
evm.model.Ap5.199	H
evm.model.Ap5.198	KT
evm.model.Ap5.2473	T
evm.model.Ap5.2476	P
evm.model.Ap5.2475	P
evm.model.Ap5.2474	P
evm.model.Ap5.2428	-
evm.model.Ap5.2811	S
evm.model.Ap5.1191	J
evm.model.Ap5.1190.1.5f15e4c0	J
evm.model.Ap5.1190.2.5f15e4c1	J
evm.model.Ap5.1190	J
evm.model.Ap5.2816	A
evm.model.Ap5.1519	S
evm.model.Ap5.1513	L
evm.model.Ap5.1516	E
evm.model.Ap5.1156_evm.model.Ap5.1161	A
evm.model.Ap5.1156_evm.model.Ap5.1161.2.5f168b26	A
evm.model.Ap5.1156_evm.model.Ap5.1161.1.5f168b26	A
evm.model.Ap5.681	Q
evm.model.Ap5.682	Q
evm.model.Ap5.685	U
evm.model.Ap5.684	C
evm.model.Ap5.687	S
evm.model.Ap5.686	A
evm.model.Ap5.689	L
evm.model.Ap5.353	T
evm.model.Ap5.352	T
evm.model.Ap5.351	TV
evm.model.Ap5.357	TV
evm.model.Ap5.1948	S
evm.model.Ap5.606	Z
evm.model.Ap5.1647	S
evm.model.Ap5.1646	Z
evm.model.Ap5.1649	T
evm.model.Ap5.1648	U
evm.model.Ap5.2149	B
evm.model.Ap5.2148	B
evm.model.Ap5.1494	O
evm.model.Ap5.1497	S
evm.model.Ap5.1490	ADK
evm.model.Ap5.1491	E
evm.model.Ap5.1492	Q
evm.model.Ap5.1728	T
evm.model.Ap5.1725	T
evm.model.Ap5.118	S
evm.model.Ap5.1124	D
evm.model.Ap5.1125	U
evm.model.Ap5.1126	D
evm.model.Ap5.1120	D
evm.model.Ap5.1918	Z
evm.model.Ap5.1917	U
evm.model.Ap5.1916	O
evm.model.Ap5.1911	K
evm.model.Ap5.1910	K
evm.model.Ap5.1913	K
evm.model.Ap5.1912	K
evm.model.Ap5.2338	G
evm.model.Ap5.43	M
evm.model.Ap5.1229	HT
evm.model.Ap5.955	S
evm.model.Ap5.954	E
evm.model.Ap5.957	S
evm.model.Ap5.951	K
evm.model.Ap5.950	J
evm.model.Ap5.950.1.5f15e44c	J
evm.model.Ap5.1418	-
evm.model.Ap5.1419	-
evm.model.Ap5.1898	BK
evm.model.Ap5.1899	G
evm.model.Ap5.1892	P
evm.model.Ap5.1894	S
evm.model.Ap5.1895	J
evm.model.Ap5.1896	GM
evm.model.Ap5.1897	A
evm.model.Ap5.2526	T
evm.model.Ap5.609	S
evm.model.Ap5.608	S
evm.model.Ap5.601	T
evm.model.Ap5.600	J
evm.model.Ap5.603	Z
evm.model.Ap5.605	BD
evm.model.Ap5.2942_evm.model.Ap5.2944	U
evm.model.Ap5.1710	U
evm.model.Ap5.1414	-
evm.model.Ap5.1415	-
evm.model.Ap5.2859	T
evm.model.Ap5.2854	K
evm.model.Ap5.2851	KLT
evm.model.Ap5.2850	O
evm.model.Ap5.2853	K
evm.model.Ap5.2345	-
evm.model.Ap5.2344	I
evm.model.Ap5.884	TU
evm.model.Ap5.880	C
evm.model.Ap5.410	S
evm.model.Ap5.414	L
evm.model.Ap5.415	L
evm.model.Ap5.1995	S
evm.model.Ap5.1973	T
evm.model.Ap5.1604	S
evm.model.Ap5.1607	-
evm.model.Ap5.1606	EG
evm.model.Ap5.1600	T
evm.model.Ap5.1602	S
evm.model.Ap5.2959	J
evm.model.Ap5.2950.1.5f1690d1	J
evm.model.Ap5.2950	J
evm.model.Ap5.2952	C
evm.model.Ap5.2953	J
evm.model.Ap5.2954	E
evm.model.Ap5.2955.2.5f15e7b5	LT
evm.model.Ap5.2955.1.5f15e7b4	LT
evm.model.Ap5.2955	LT
evm.model.Ap5.2956	LT
evm.model.Ap5.257	A
evm.model.Ap5.250	P
evm.model.Ap5.920	G
evm.model.Ap5.923	D
evm.model.Ap5.928	D
evm.model.Ap5.929	S
evm.model.Ap5.1370	Q
evm.model.Ap5.1378	-
evm.model.Ap5.1543	-
evm.model.Ap5.1814	S
evm.model.Ap5.1818	-
evm.model.Ap5.1819	S
evm.model.Ap5.1622	S
evm.model.Ap5.2569	K
evm.model.Ap5.2568	S
evm.model.Ap5.2565	K
evm.model.Ap5.2564	E
evm.model.Ap5.2567	O
evm.model.Ap5.2566	P
evm.model.Ap5.2561	T
evm.model.Ap5.2560	K
evm.model.Ap5.126	T
evm.model.Ap5.127	T
evm.model.Ap5.121	O
evm.model.Ap5.1034	O
evm.model.Ap5.1030	G
evm.model.Ap5.713	O
evm.model.Ap5.1236	S
evm.model.Ap5.2035	O
evm.model.Ap5.2769	S
evm.model.Ap5.2767	S
evm.model.Ap5.2765	T
evm.model.Ap5.2764	S
evm.model.Ap5.2763	S
evm.model.Ap5.2762	S
evm.model.Ap5.2760	S
evm.model.Ap5.2241	C
evm.model.Ap5.2242	C
evm.model.Ap5.2243	C
evm.model.Ap5.2246	U
evm.model.Ap5.2247	T
evm.model.Ap5.765	E
evm.model.Ap5.760	G
evm.model.Ap5.492	Q
evm.model.Ap5.493	S
evm.model.Ap5.2487	S
evm.model.Ap5.1685	G
evm.model.Ap5.1681	E
evm.model.Ap5.1680	J
evm.model.Ap5.94	S
evm.model.Ap5.91	G
evm.model.Ap5.1933_evm.model.Ap5.1935	H
evm.model.Ap5.515	Q
evm.model.Ap5.517	Q
evm.model.Ap5.516	Q
evm.model.Ap5.511	O
evm.model.Ap5.519	Q
evm.model.Ap5.2079	O
evm.model.Ap5.1520	S
evm.model.Ap5.1525	S
evm.model.Ap5.2692	G
evm.model.Ap5.1972	O
evm.model.Ap5.1985	T
evm.model.Ap5.304	L
evm.model.Ap5.300	S
evm.model.Ap5.301	-
evm.model.Ap5.303	O
evm.model.Ap5.308	-
evm.model.Ap5.309	-
evm.model.Ap5.2341	O
evm.model.Ap5.2342	O
evm.model.Ap5.2347	L
evm.model.Ap5.1772	O
evm.model.Ap5.1775	S
evm.model.Ap5.1777	L
evm.model.Ap5.1776	L
evm.model.Ap5.2402	V
evm.model.Ap5.2403	T
evm.model.Ap5.2400	O
evm.model.Ap5.2401	L
evm.model.Ap5.2401.1.5f15e6c0	L
evm.model.Ap5.2407	A
evm.model.Ap5.2404	O
evm.model.Ap5.2408	S
evm.model.Ap5.36	L
evm.model.Ap5.32	T
evm.model.Ap5.1170	S
evm.model.Ap5.1177	E
evm.model.Ap5.1174	-
evm.model.Ap5.1926	Q
evm.model.Ap5.1920	L
evm.model.Ap5.1922	H
evm.model.Ap5.1923	H
evm.model.Ap5.2369	O
evm.model.Ap5.2394	Z
evm.model.Ap5.19	T
evm.model.Ap5.15	O
evm.model.Ap5.14	S
evm.model.Ap5.17	S
evm.model.Ap5.16	B
evm.model.Ap5.11	T
evm.model.Ap5.10	-
evm.model.Ap5.13	T
evm.model.Ap5.12	KLT
evm.model.Ap5.599	T
evm.model.Ap5.598	J
evm.model.Ap5.259	J
evm.model.Ap5.2610	T
evm.model.Ap5.2617	S
evm.model.Ap5.2619	C
evm.model.Ap5.2619.1.5f15e722	C
evm.model.Ap5.2618	S
evm.model.Ap5.2114	J
evm.model.Ap5.1579	O
evm.model.Ap5.1578	T
evm.model.Ap5.384	S
evm.model.Ap5.385.1.5f15e306	S
evm.model.Ap5.385	S
evm.model.Ap5.380	T
evm.model.Ap5.382	T
evm.model.Ap5.383	DTZ
evm.model.Ap5.2808	G
evm.model.Ap5.2312	T
evm.model.Ap5.2134	O
evm.model.Ap5.2135	A
evm.model.Ap5.2138	S
evm.model.Ap5.2139	J
evm.model.Ap5.1440	O
evm.model.Ap5.1447	O
evm.model.Ap5.1445	L
evm.model.Ap5.1444	L
evm.model.Ap5.1448	O
evm.model.Ap5.2311	O
evm.model.Ap5.2798	S
evm.model.Ap5.2799	C
evm.model.Ap5.2795	OT
evm.model.Ap5.2792	J
evm.model.Ap5.2793	S
evm.model.Ap5.2868	T
evm.model.Ap5.2869	-
evm.model.Ap5.148	S
evm.model.Ap5.143	-
evm.model.Ap5.146	G
evm.model.Ap5.858	CO
evm.model.Ap5.859	K
evm.model.Ap5.855	G
evm.model.Ap5.856	T
evm.model.Ap5.857	S
evm.model.Ap5.460	T
evm.model.Ap5.463	S
evm.model.Ap5.462	-
evm.model.Ap5.464	S
evm.model.Ap5.2307	O
evm.model.Ap5.2110_evm.model.Ap5.2111_evm.model.Ap5.2120	T
evm.model.Ap5.2110_evm.model.Ap5.2111_evm.model.Ap5.2120.1.5f168dfd	T
evm.model.Ap5.2110_evm.model.Ap5.2111_evm.model.Ap5.2120.2.5f168dfd	T
evm.model.Ap5.269	S
evm.model.Ap5.267	S
evm.model.Ap5.261	O
evm.model.Ap5.261.1.5f15e2c3	O
evm.model.Ap5.260	U
evm.model.Ap5.1347	K
evm.model.Ap5.1340	C
evm.model.Ap5.1341	O
evm.model.Ap5.1342	A
evm.model.Ap5.2047	O
evm.model.Ap5.2049	O
evm.model.Ap5.2084	T
evm.model.Ap5.2085	O
evm.model.Ap5.2083	O
evm.model.Ap5.1536	T
evm.model.Ap5.2554	M
evm.model.Ap5.2555	-
evm.model.Ap5.2557	S
evm.model.Ap5.2553	J
evm.model.Ap5.1538	S
evm.model.Ap5.656	T
evm.model.Ap5.654	S
evm.model.Ap5.655	L
evm.model.Ap5.1228	O
evm.model.Ap5.1112	J
evm.model.Ap5.759	G
evm.model.Ap5.753	E
evm.model.Ap5.751	S
evm.model.Ap5.2907	O
evm.model.Ap5.2905	O
evm.model.Ap5.2904	O
evm.model.Ap5.446	T
evm.model.Ap5.445	L
evm.model.Ap5.444	U
evm.model.Ap5.448	-
evm.model.Ap5.959	-
evm.model.Ap5.958	S
evm.model.Ap5.548	O
evm.model.Ap5.549	O
evm.model.Ap5.546	TZ
evm.model.Ap5.544	TZ
evm.model.Ap5.542	I
evm.model.Ap5.543	TZ
evm.model.Ap5.541	I
evm.model.Ap5.1843	-
evm.model.Ap5.1840	E
evm.model.Ap5.2008	E
evm.model.Ap5.1065	T
evm.model.Ap5.1066	-
evm.model.Ap5.1061	U
evm.model.Ap5.1063	G
evm.model.Ap5.1268	G
evm.model.Ap5.1264	Q
evm.model.Ap5.639	O
evm.model.Ap5.1971	O
evm.model.Ap5.1970	S
evm.model.Ap5.1977	T
evm.model.Ap5.1974	M
evm.model.Ap5.1657	-
evm.model.Ap5.1654	O
evm.model.Ap5.1650	U
evm.model.Ap5.1651	K
evm.model.Ap5.2216	T
evm.model.Ap5.2215	S
evm.model.Ap5.2214	S
evm.model.Ap5.2211	UY
evm.model.Ap5.2210	A
evm.model.Ap5.2219	K
evm.model.Ap5.2218	IU
evm.model.Ap5.1748	C
evm.model.Ap5.1748.2.5f15e5a9	C
evm.model.Ap5.1748.1.5f15e5a9	C
evm.model.Ap5.1749	U
evm.model.Ap5.1742	L
evm.model.Ap5.2826	S
evm.model.Ap5.2459	S
evm.model.Ap5.2451	Q
evm.model.Ap5.2450	F
evm.model.Ap5.2453	Q
evm.model.Ap5.2455	L
evm.model.Ap5.2454	A
evm.model.Ap5.2454.1.5f15e6d5	A
evm.model.Ap5.2457	-
evm.model.Ap5.1188	-
evm.model.Ap5.1189	H
evm.model.Ap5.1183	-
evm.model.Ap5.1180	-
evm.model.Ap5.1181	-
evm.model.Ap5.1184	S
evm.model.Ap5.1185	S
evm.model.Ap5.2074	T
evm.model.Ap5.1979	O
evm.model.Ap5.953	P
evm.model.Ap5.1230	S
evm.model.Ap5.1231	-
evm.model.Ap5.1237	O
evm.model.Ap5.966	TZ
evm.model.Ap5.967	TZ
evm.model.Ap5.1575	O
evm.model.Ap5.1573	T
evm.model.Ap5.1571	O
evm.model.Ap5.1393	L
evm.model.Ap5.1392	J
evm.model.Ap5.1397	T
evm.model.Ap5.1396	T
evm.model.Ap5.1395	S
evm.model.Ap5.1394	-
evm.model.Ap5.1461	S
evm.model.Ap5.1465	L
evm.model.Ap5.2849	L
evm.model.Ap5.2842	-
evm.model.Ap5.2843	O
evm.model.Ap5.2846	Q
evm.model.Ap5.2844	O
evm.model.Ap5.2845	O
evm.model.Ap5.2325	C
evm.model.Ap5.2070	L
evm.model.Ap5.375	O
evm.model.Ap5.377	E
evm.model.Ap5.371	O
evm.model.Ap5.370	T
evm.model.Ap5.372	T
evm.model.Ap5.2169	J
evm.model.Ap5.2161	T
evm.model.Ap5.2163	-
evm.model.Ap5.2162	O
evm.model.Ap5.2165	D
evm.model.Ap5.2299	Q
evm.model.Ap5.2298	S
evm.model.Ap5.2297	O
evm.model.Ap5.2293	-
evm.model.Ap5.1548	T
evm.model.Ap5.396	-
evm.model.Ap5.2145	I
evm.model.Ap5.2025	-
evm.model.Ap5.2026	E
evm.model.Ap5.171	E
evm.model.Ap5.170	E
evm.model.Ap5.179	E
evm.model.Ap5.178	O
evm.model.Ap5.829	Q
evm.model.Ap5.828	O
evm.model.Ap5.2244	P
evm.model.Ap5.2245	D
evm.model.Ap5.2301	-
evm.model.Ap5.1103	P
evm.model.Ap5.1106	P
evm.model.Ap5.1107	S
evm.model.Ap5.1104	P
evm.model.Ap5.1105	P
evm.model.Ap5.1109	S
evm.model.Ap5.2300	O
evm.model.Ap5.552	K
evm.model.Ap5.2672	S
evm.model.Ap5.2319	T
evm.model.Ap5.1669	T
evm.model.Ap5.1668	T
evm.model.Ap5.68	O
evm.model.Ap5.69	O
evm.model.Ap5.65	E
evm.model.Ap5.61	B
evm.model.Ap5.62	O
evm.model.Ap5.1919	T
evm.model.Ap5.2662	J
evm.model.Ap5.2660	L
evm.model.Ap5.2661	J
evm.model.Ap5.2666	S
evm.model.Ap5.2667	S
evm.model.Ap5.2668	A
evm.model.Ap5.1310	-
evm.model.Ap5.1316	T
evm.model.Ap5.1319	K
evm.model.Ap5.1318	T
evm.model.Ap5.879	PT
evm.model.Ap5.137_evm.model.Ap5.140	O
evm.model.Ap5.665	E
evm.model.Ap5.499	S
evm.model.Ap5.1430	T
evm.model.Ap5.1437	T
evm.model.Ap5.1438	O
evm.model.Ap5.1298	S
evm.model.Ap5.1299	G
evm.model.Ap5.1296	J
evm.model.Ap5.1291	ABO
evm.model.Ap5.2410	E
evm.model.Ap5.788	BK
evm.model.Ap5.789	O
evm.model.Ap5.783	P
evm.model.Ap5.787	-
evm.model.Ap5.432	S
evm.model.Ap5.438	L
evm.model.Ap5.439	O
evm.model.Ap5.441	U
evm.model.Ap5.440	O
evm.model.Ap5.2390	S
evm.model.Ap5.1213	J
evm.model.Ap5.1145	O
evm.model.Ap5.235	E
evm.model.Ap5.237	G
evm.model.Ap5.239	U
evm.model.Ap5.1983	T
evm.model.Ap5.1984	T
evm.model.Ap5.909	O
evm.model.Ap5.577	O
evm.model.Ap5.576	S
evm.model.Ap5.570	T
evm.model.Ap5.529_evm.model.Ap5.531	T
evm.model.Ap5.1832	J
evm.model.Ap5.1830	L
evm.model.Ap5.1831	L
evm.model.Ap5.1589	K
evm.model.Ap5.1054	S
evm.model.Ap5.1050	O
evm.model.Ap5.1051	G
evm.model.Ap5.1058	P
evm.model.Ap5.1059	U
evm.model.Ap5.2140_evm.model.Ap5.2142	K
evm.model.Ap5.2140_evm.model.Ap5.2142.2.5f168e1a	K
evm.model.Ap5.2140_evm.model.Ap5.2142.1.5f168e1a	K
evm.model.Ap5.2745	O
evm.model.Ap5.2744	S
evm.model.Ap5.2747	T
evm.model.Ap5.2746	L
evm.model.Ap5.2748	-
evm.model.Ap5.1214	E
evm.model.Ap5.1215	O
evm.model.Ap5.1210	F
evm.model.Ap5.1211	-
evm.model.Ap5.2264	T
evm.model.Ap5.2260	S
evm.model.Ap5.2261	L
evm.model.Ap5.705	J
evm.model.Ap5.707	F
evm.model.Ap5.2460	T
evm.model.Ap5.2461	O
evm.model.Ap5.24	C
evm.model.Ap5.26	S
evm.model.Ap5.982	T
evm.model.Ap5.2731	Q
evm.model.Ap5.1225	L
evm.model.Ap5.2737	T
evm.model.Ap5.1420	-
evm.model.Ap5.2055	O
evm.model.Ap5.2054	O
evm.model.Ap5.2057	T
evm.model.Ap5.2056	G
evm.model.Ap5.2050	O
evm.model.Ap5.2053	T
evm.model.Ap5.2052	O
evm.model.Ap5.2059	T
evm.model.Ap5.2058	T
evm.model.Ap5.1504	-
evm.model.Ap5.1505	-
evm.model.Ap5.1500	A
evm.model.Ap5.1509	J
evm.model.Ap5.97	K
evm.model.Ap5.99	O
evm.model.Ap5.1282	S
evm.model.Ap5.1286	T
evm.model.Ap5.1289	O
evm.model.Ap5.1288	S
evm.model.Ap5.2164	T
evm.model.Ap5.2152	T
evm.model.Ap5.2154	S
evm.model.Ap5.2155	J
evm.model.Ap5.2204	S
evm.model.Ap5.2205	S
evm.model.Ap5.2206	O
evm.model.Ap5.2207	S
evm.model.Ap5.2203	O
evm.model.Ap5.1712.1.5f15e59c	S
evm.model.Ap5.1712	S
evm.model.Ap5.1719	T
evm.model.Ap5.2806	S
evm.model.Ap5.619	-
evm.model.Ap5.1159	-
evm.model.Ap5.1151	T
evm.model.Ap5.1150	-
evm.model.Ap5.1153	O
evm.model.Ap5.1155	E
evm.model.Ap5.1154	E
evm.model.Ap5.1157	S
evm.model.Ap5.1367	Q
evm.model.Ap5.736	S
evm.model.Ap5.1369	O
evm.model.Ap5.1908	K
evm.model.Ap5.1909	K
evm.model.Ap5.1902	O
evm.model.Ap5.1901	S
evm.model.Ap5.1907	K
evm.model.Ap5.1904	K
evm.model.Ap5.2349	S
evm.model.Ap5.2036	O
evm.model.Ap5.35	O
evm.model.Ap5.31	T
evm.model.Ap5.2631	-
evm.model.Ap5.2632	J
evm.model.Ap5.722	S
evm.model.Ap5.397	S
evm.model.Ap5.2076	O
evm.model.Ap5.2071	E
evm.model.Ap5.1455	D
evm.model.Ap5.821	Q
evm.model.Ap5.820	-
evm.model.Ap5.823	Q
evm.model.Ap5.825	O
evm.model.Ap5.182	E
evm.model.Ap5.183	O
evm.model.Ap5.180	E
evm.model.Ap5.635	L
evm.model.Ap5.630	S
evm.model.Ap5.801	T
evm.model.Ap5.1460	A
evm.model.Ap5.1796	S
evm.model.Ap5.1795	S
evm.model.Ap5.1793	S
evm.model.Ap5.1791	S
evm.model.Ap5.872	S
evm.model.Ap5.870	L
evm.model.Ap5.871	T
evm.model.Ap5.878	T
evm.model.Ap5.402	U
evm.model.Ap5.401	-
evm.model.Ap5.400	S
evm.model.Ap5.406	-
evm.model.Ap5.405	S
evm.model.Ap5.2768	E
evm.model.Ap5.1989	T
evm.model.Ap5.1612	T
evm.model.Ap5.1613	B
evm.model.Ap5.1610	O
evm.model.Ap5.1611	T
evm.model.Ap5.1614	U
evm.model.Ap5.1615	-
evm.model.Ap5.695	T
evm.model.Ap5.241	S
evm.model.Ap5.240	S
evm.model.Ap5.243	S
evm.model.Ap5.242	IT
evm.model.Ap5.244	K
evm.model.Ap5.247	S
evm.model.Ap5.246	T
evm.model.Ap5.39	L
evm.model.Ap5.38	S
evm.model.Ap5.937	B
evm.model.Ap5.936	B
evm.model.Ap5.935	B
evm.model.Ap5.934	B
evm.model.Ap5.933	Z
evm.model.Ap5.932	O
evm.model.Ap5.931	A
evm.model.Ap5.930	K
evm.model.Ap5.939	C
evm.model.Ap5.938	TZ
evm.model.Ap5.1362	C
evm.model.Ap5.1363	Q
